Id,SalePrice
2145,137593.61
2146,168562.72
2147,149583.81
2148,127287.445
2149,142386.75
2150,176408.38
2151,106651.125
2152,169299.47
2153,172597.4
2154,115484.85
2155,149403.33
2156,266517.84
2157,238948.45
2158,231650.11
2159,204627.25
2160,194678.31
2161,225491.38
2162,453788.7
2163,306740.56
2164,226722.5
2165,190393.08
2166,150002.61
2167,203941.34
2168,184885.69
2169,203275.55
2170,171008.28
2171,166035.69
2172,128850.125
2173,181069.67
2174,224058.08
2175,274059.9
2176,300105.97
2177,250348.56
2178,202570.88
2179,144394.56
2180,225836.98
2181,187743.25
2182,204897.02
2183,184973.1
2184,130051.06
2185,139415.69
2186,137627.75
2187,146552.25
2188,150758.38
2189,267276.53
2190,76020.46
2191,77799.89
2192,91181.375
2193,106528.38
2194,96785.516
2195,103706.59
2196,102278.875
2197,121443.8
2198,149805.81
2199,195850.34
2200,139129.98
2201,138471.78
2202,187693.97
2203,143562.11
2204,161809.81
2205,112079.88
2206,140236.38
2207,190115.47
2208,223080.4
2209,189583.53
2210,116025.56
2211,105905.56
2212,102348.25
2213,86077.72
2214,136179.27
2215,90418.1
2216,138749.6
2217,99111.31
2218,83080.914
2219,83814.78
2220,79907.56
2221,245533.89
2222,237794.62
2223,230527.03
2224,184776.72
2225,130768.36
2226,191581.17
2227,206039.72
2228,240071.17
2229,257519.77
2230,147511.72
2231,203711.75
2232,155116.72
2233,186926.36
2234,217550.95
2235,225139.4
2236,293648.3
2237,363595.1
2238,180062.12
2239,117285.9
2240,149487.25
2241,145058.69
2242,125247.05
2243,132719.53
2244,99915.08
2245,94362.39
2246,142647.6
2247,97047.83
2248,123908.49
2249,114552.48
2250,132694.17
2251,174025.36
2252,164544.86
2253,156471.62
2254,169025.22
2255,188177.58
2256,174670.69
2257,181651.9
2258,144320.53
2259,170285.06
2260,146809.47
2261,172680.86
2262,207931.78
2263,327910.6
2264,403016.6
2265,183963.67
2266,247175.53
2267,399403.78
2268,363884.72
2269,154289.86
2270,176750.94
2271,196633.08
2272,173782.25
2273,144209.38
2274,167736.6
2275,151959.69
2276,184733.06
2277,168876.97
2278,137549.47
2279,120217.69
2280,137214.56
2281,168985.55
2282,182914.84
2283,116953.78
2284,101251.55
2285,135916.66
2286,117032.125
2287,318859.2
2288,263722.34
2289,430702.97
2290,466475.75
2291,306815.12
2292,435748.44
2293,502990.66
2294,383734.78
2295,543972.9
2296,309765.66
2297,264735.03
2298,290898.62
2299,393016.53
2300,354293.4
2301,252825.47
2302,255052.7
2303,234019.16
2304,235401.44
2305,211084.31
2306,200823.81
2307,202999.31
2308,212984.88
2309,250982.94
2310,208883.27
2311,203913.78
2312,162876.34
2313,177855.98
2314,166761.88
2315,194453.9
2316,213955.28
2317,173297.75
2318,192822.97
2319,187972.53
2320,181922.05
2321,224189.97
2322,181786.19
2323,192941.19
2324,179524.25
2325,212967.92
2326,171586.22
2327,203620.28
2328,219597.81
2329,191129.16
2330,174412.56
2331,392932.03
2332,343521.84
2333,293781.53
2334,249887.86
2335,257724.8
2336,295492.53
2337,197195.53
2338,277224.8
2339,213167.08
2340,400070.75
2341,221236.52
2342,220663.06
2343,229253.3
2344,206844.27
2345,224505.22
2346,208361.19
2347,199717.25
2348,235825.95
2349,183377.62
2350,271863.38
2351,248413.86
2352,236827.94
2353,278946.72
2354,147428.16
2355,151513.62
2356,155902.77
2357,187795.16
2358,194748.06
2359,128770.3
2360,108909.65
2361,127940.86
2362,308946.4
2363,139830.72
2364,173739.06
2365,214045.62
2366,189986.38
2367,217634.53
2368,205516.38
2369,223136.17
2370,158572.62
2371,158932.81
2372,184110.42
2373,236480.3
2374,295775.16
2375,237972.66
2376,328084.97
2377,285529.72
2378,130784.22
2379,181370.95
2380,144465.42
2381,172450.62
2382,174997.66
2383,185614.12
2384,224487.88
2385,148949.81
2386,136438.12
2387,126553.516
2388,113323.25
2389,116005.05
2390,154632.9
2391,133639.25
2392,106139.76
2393,141973.97
2394,135340.0
2395,178166.89
2396,146177.25
2397,205470.08
2398,146086.44
2399,73130.26
2400,55471.312
2401,113426.38
2402,126807.35
2403,130074.305
2404,147584.05
2405,150469.17
2406,141487.16
2407,124196.37
2408,125296.65
2409,115425.2
2410,154798.16
2411,113226.35
2412,155308.44
2413,120003.55
2414,141336.47
2415,124437.336
2416,123605.99
2417,136827.48
2418,125179.45
2419,119692.695
2420,129235.34
2421,157717.06
2422,99287.7
2423,139596.02
2424,138400.9
2425,290077.2
2426,136348.28
2427,138542.83
2428,188011.36
2429,108241.23
2430,131409.9
2431,112447.13
2432,133050.06
2433,134584.22
2434,126280.375
2435,148208.38
2436,92956.05
2437,102359.74
2438,115931.73
2439,110966.92
2440,110081.23
2441,104666.99
2442,92623.33
2443,115525.8
2444,113628.336
2445,102511.83
2446,137929.56
2447,171709.9
2448,122039.88
2449,108034.0
2450,132546.2
2451,124858.49
2452,205593.53
2453,93790.93
2454,132014.61
2455,127515.46
2456,124573.66
2457,109642.87
2458,120842.74
2459,103979.91
2460,128737.91
2461,103555.664
2462,121127.92
2463,107070.984
2464,147811.84
2465,136959.47
2466,109362.78
2467,122042.984
2468,83827.1
2469,88554.195
2470,173350.28
2471,190911.97
2472,163644.03
2473,125040.58
2474,94200.14
2475,188438.11
2476,109908.73
2477,125021.72
2478,143256.67
2479,122110.58
2480,156902.53
2481,142431.92
2482,123142.59
2483,108444.08
2484,132404.31
2485,108736.52
2486,160254.73
2487,216101.83
2488,151912.25
2489,158394.84
2490,165564.06
2491,98560.74
2492,193365.31
2493,150206.28
2494,152787.8
2495,119121.2
2496,227598.22
2497,138041.0
2498,106557.734
2499,94920.875
2500,131134.12
2501,119664.25
2502,149498.38
2503,101417.555
2504,149958.94
2505,219339.22
2506,249649.67
2507,297352.97
2508,249600.44
2509,204197.84
2510,206164.72
2511,168216.39
2512,196923.69
2513,222563.6
2514,237154.38
2515,144068.31
2516,169206.4
2517,144029.31
2518,168585.22
2519,224631.78
2520,213310.88
2521,189919.6
2522,215114.22
2523,129812.04
2524,138198.7
2525,136228.64
2526,133751.53
2527,125886.18
2528,119625.945
2529,123617.164
2530,120884.08
2531,258389.05
2532,216132.7
2533,186108.72
2534,195437.84
2535,327278.47
2536,219026.66
2537,211124.56
2538,191259.56
2539,184651.62
2540,182328.55
2541,180993.2
2542,176136.38
2543,141421.39
2544,138726.6
2545,136115.11
2546,115961.55
2547,131012.4
2548,153353.03
2549,165202.38
2550,234373.45
2551,133447.86
2552,134295.19
2553,82471.68
2554,98565.47
2555,106685.75
2556,99443.695
2557,115934.0
2558,192080.66
2559,142212.19
2560,122829.89
2561,129411.08
2562,133051.78
2563,136485.98
2564,168828.27
2565,156274.12
2566,156107.31
2567,119998.53
2568,213976.58
2569,178106.0
2570,112357.68
2571,161227.64
2572,140689.88
2573,186078.8
2574,225042.34
2575,106617.516
2576,141849.97
2577,141552.94
2578,70928.73
2579,69333.445
2580,120706.93
2581,121962.35
2582,134988.45
2583,282875.84
2584,184851.81
2585,184506.94
2586,264989.06
2587,187289.0
2588,125260.58
2589,146599.31
2590,217633.61
2591,220425.3
2592,217387.66
2593,244499.4
2594,144473.5
2595,192469.28
2596,315169.56
2597,187626.66
2598,272957.84
2599,289780.66
2600,186220.69
2601,146306.64
2602,84488.375
2603,90695.85
2604,84142.41
2605,83816.58
2606,152050.0
2607,245292.05
2608,233913.94
2609,166351.23
2610,110812.08
2611,163494.06
2612,154493.5
2613,136461.8
2614,123015.6
2615,160193.66
2616,153240.66
2617,194765.83
2618,223793.66
2619,191961.23
2620,183850.69
2621,164989.25
2622,179429.97
2623,241730.05
2624,336423.4
2625,307362.44
2626,165480.81
2627,145259.4
2628,430563.22
2629,465084.16
2630,319961.47
2631,458552.9
2632,383782.1
2633,272303.4
2634,376498.28
2635,158428.11
2636,160001.97
2637,187357.25
2638,283149.16
2639,162676.31
2640,141890.72
2641,110457.08
2642,189277.89
2643,111867.44
2644,117145.77
2645,101882.87
2646,99127.375
2647,117468.8
2648,139309.75
2649,144231.06
2650,116173.17
2651,127290.8
2652,412370.88
2653,220511.75
2654,248786.02
2655,402733.8
2656,292000.88
2657,303996.4
2658,278240.9
2659,284328.03
2660,347541.22
2661,355768.3
2662,344209.7
2663,278771.4
2664,233403.6
2665,310558.0
2666,268586.16
2667,187304.23
2668,187751.55
2669,187683.69
2670,284224.7
2671,192513.84
2672,198318.72
2673,195522.94
2674,188627.9
2675,175015.06
2676,195627.72
2677,192464.0
2678,252255.47
2679,244227.98
2680,261825.72
2681,326074.22
2682,284496.28
2683,357382.75
2684,281641.47
2685,277882.9
2686,247081.56
2687,319894.03
2688,198262.52
2689,206654.0
2690,485887.3
2691,194909.69
2692,149466.53
2693,195057.39
2694,144813.73
2695,186617.61
2696,183580.42
2697,177960.94
2698,243827.72
2699,175574.6
2700,157188.05
2701,148222.83
2702,99676.15
2703,125535.5
2704,136700.64
2705,117513.23
2706,101920.445
2707,117199.83
2708,139986.31
2709,105371.8
2710,130349.22
2711,261167.52
2712,351948.88
2713,172456.16
2714,140150.53
2715,169449.72
2716,152231.56
2717,211980.88
2718,213445.56
2719,146422.28
2720,156767.19
2721,124353.16
2722,159744.9
2723,144299.47
2724,122521.06
2725,128961.83
2726,148195.5
2727,170997.23
2728,183277.6
2729,141016.5
2730,134651.08
2731,124254.945
2732,121109.805
2733,155332.62
2734,147940.66
2735,133197.64
2736,135157.03
2737,116668.94
2738,116915.02
2739,148704.77
2740,125543.06
2741,136623.23
2742,132430.42
2743,156819.95
2744,154249.03
2745,136680.06
2746,138307.1
2747,150097.69
2748,114121.5
2749,130732.68
2750,121493.83
2751,146928.16
2752,179873.03
2753,133749.27
2754,300426.34
2755,121392.29
2756,100449.11
2757,93703.55
2758,84580.37
2759,145322.9
2760,131619.97
2761,141608.83
2762,137289.97
2763,170276.36
2764,152478.53
2765,229211.19
2766,126663.8
2767,84556.12
2768,117033.55
2769,133605.28
2770,121469.81
2771,101170.31
2772,113089.89
2773,168570.47
2774,125006.02
2775,115185.05
2776,117214.39
2777,117155.08
2778,95292.93
2779,123758.62
2780,99230.89
2781,89092.71
2782,94739.92
2783,110085.19
2784,111749.05
2785,128761.21
2786,67583.3
2787,116406.17
2788,84325.81
2789,132862.56
2790,82530.516
2791,92800.97
2792,80788.64
2793,154555.9
2794,98808.09
2795,109077.72
2796,109463.7
2797,215859.3
2798,107668.58
2799,111525.19
2800,70839.63
2801,100686.47
2802,123198.59
2803,156021.44
2804,133335.69
2805,97588.37
2806,88341.555
2807,152189.7
2808,151218.44
2809,131009.94
2810,123522.17
2811,195574.03
2812,147814.34
2813,157458.58
2814,160795.31
2815,117221.766
2816,194551.05
2817,161791.42
2818,136138.22
2819,158169.3
2820,139063.81
2821,109143.71
2822,195897.84
2823,379754.03
2824,195821.66
2825,152145.64
2826,125462.234
2827,132703.78
2828,288653.4
2829,213970.34
2830,235123.06
2831,181769.75
2832,294680.84
2833,279981.4
2834,212069.98
2835,213976.3
2836,186734.45
2837,152449.92
2838,137107.72
2839,170421.83
2840,188014.25
2841,203349.94
2842,212242.28
2843,149700.55
2844,167396.33
2845,111008.375
2846,201417.69
2847,202756.22
2848,226433.31
2849,198292.28
2850,253164.92
2851,203787.33
2852,204588.03
2853,228716.3
2854,144517.62
2855,192302.97
2856,210572.53
2857,187871.55
2858,205468.52
2859,112889.04
2860,129404.84
2861,142473.66
2862,187185.73
2863,128941.484
2864,286072.25
2865,142114.28
2866,136929.25
2867,92065.83
2868,103825.44
2869,99115.88
2870,138788.56
2871,89749.55
2872,55428.086
2873,118201.336
2874,135764.28
2875,111627.266
2876,146324.38
2877,140676.05
2878,160616.95
2879,147573.73
2880,97780.91
2881,146378.88
2882,166035.42
2883,174589.95
2884,169334.62
2885,157594.78
2886,246133.69
2887,102311.484
2888,126844.61
2889,57509.387
2890,81417.36
2891,122207.016
2892,68728.4
2893,97272.836
2894,73382.06
2895,292581.66
2896,245540.81
2897,179955.16
2898,144634.83
2899,185561.31
2900,145330.14
2901,229133.53
2902,190221.81
2903,335247.88
2904,336375.28
2905,130582.625
2906,177581.72
2907,118552.21
2908,121093.41
2909,128491.516
2910,77157.05
2911,85441.92
2912,159114.11
2913,86642.19
2914,74714.125
2915,77799.766
2916,85876.21
2917,181356.84
2918,114672.84
2919,195412.75
